KNDCE3LG2K,Thurston,Olympia,WA,98501,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239,0,35,123106126,PUGET SOUND ENERGY INC,53067011721
JA4J24A58K,Snohomish,Edmonds,WA,98026,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),22,0,32,138401805,PUGET SOUND ENERGY INC,53061050402
JA4J2VA72M,Snohomish,Edmonds,WA,98026,2021,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),24,0,21,152316020,PUGET SOUND ENERGY INC,53061050200
JA4J24A51K,Thurston,Olympia,WA,98513,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),22,0,2,477906558,PUGET SOUND ENERGY INC,53067012420
JA4J24A51K,Thurston,Tumwater,WA,98501,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),22,0,22,137600844,PUGET SOUND ENERGY INC,53067010801
2C4RC1N7XK,Kitsap,Bremerton,WA,98312,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32,39995,35,476889297,PUGET SOUND ENERGY INC,53035080900
JTMAB3FV5M,Kitsap,Bainbridge Island,WA,98110,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,0,23,177708954,PUGET SOUND ENERGY INC,53035090700
JTMAB3FV5M,Thurston,Olympia,WA,98501,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42,0,35,156736625,PUGET SOUND ENERGY INC,53067011722
7JRBR0FL4N,Snohomish,Edmonds,WA,98026,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),22,0,32,196364017,PUGET SOUND ENERGY INC,53061050700
1C4JJXP69N,Kitsap,Port Orchard,WA,98367,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,0,26,202073777,PUGET SOUND ENERGY INC,53035092902
1C4JJXP6XM,Kitsap,Bainbridge Island,WA,98110,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),25,0,23,153951255,PUGET SOUND ENERGY INC,53035091002
1C4JJXP6XN,Kitsap,Port Orchard,WA,98366,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,0,26,205776434,PUGET SOUND ENERGY INC,53035092200
1C4JJXP6XN,Kitsap,Bremerton,WA,98311,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,0,23,212254668,PUGET SOUND ENERGY INC,53035091900
1C4JJXP6XN,Kitsap,Port Orchard,WA,98367,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21,0,26,205777666,PUGET SOUND ENERGY INC,53035092102
5UXTA6C08N,Snohomish,Everett,WA,98201,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30,0,38,203621799,PUGET SOUND ENERGY INC,53061040700
LYVBR0DL3K,Kittitas,Ellensburg,WA,98926,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),17,52900,13,208428272,PUGET SOUND ENERGY INC,53037975500
LYVBR0DL2K,Snohomish,Edmonds,WA,98020,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),17,52900,21,268826974,PUGET SOUND ENERGY INC,53061050300
3C3CFFGE0K,King,Kenmore,WA,98028,2019,FIAT,500,Battery Electric Vehicle (BEV),84,0,46,100738690,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600
1G1FY6S02K,King,Auburn,WA,98001,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,0,30,474935408,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030801
1G1FY6S03L,King,Auburn,WA,98001,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,0,47,8434296,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029805
1G1FY6S09K,King,Auburn,WA,98001,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,0,30,134903380,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030801
1G1FY6S0XK,King,Auburn,WA,98001,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238,0,30,475890607,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030801
1G1FZ6S07L,King,Woodinville,WA,98072,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259,0,45,133843034,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
WP1AE2AY4L,King,Kirkland,WA,98033,2020,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),14,81100,48,107625563,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702
WP1AE2AY6L,King,Mercer Island,WA,98040,2020,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),14,81100,41,131615053,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024400
WMZYU7C57K,King,Kenmore,WA,98028,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),12,36900,46,198656244,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600
WA1AAAGE7M,King,Redmond,WA,98052,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),222,0,48,156528438,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
3FA6P0PU0K,Pierce,Orting,WA,98360,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),26,0,2,195391780,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070403
W1N0G5DB9L,King,Seattle,WA,98118,2020,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),22,0,37,123338806,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033011102
